timestamp,distance_cm,rain_analog,float_status,rise_rate_cm_per_min,rain_trend_5min,distance_rolling_mean_3min,distance_rolling_std_3min,cumulative_rain_30min,time_since_rain_start,emergency_flag,season_flag,risk_label
2025-04-07 19:42:00,124.15,14,0,-2.4639,21.4,122.0239,1.6107,3.29,0,0,0,0
2025-08-19 12:58:00,32.19,855,0,1.6997,817.8,33.8183,1.2966,94.85,62,0,1,2
2025-05-17 11:19:00,71.5,605,0,0.198,609.0,70.5478,1.4877,166.28,36,0,0,1
2025-06-01 09:30:00,63.49,610,0,2.6841,610.0,65.3448,1.3156,169.84,62,0,1,1
2025-09-27 08:16:00,1.0,902,1,0.0,911.4,1.0,0.0,34.53,0,1,1,3
2025-11-09 08:36:00,104.59,199,0,1.4648,213.4,105.7204,0.8192,22.97,0,0,0,0
2025-03-20 16:12:00,99.46,163,0,0.8128,188.6,100.1406,0.5083,90.48,26,0,0,0
2025-08-19 13:07:00,23.56,855,0,-0.5573,855.0,23.1858,0.2627,244.49,71,0,1,2
2025-06-13 02:04:00,105.77,216,0,1.623,214.4,107.3801,1.3133,54.7,46,0,1,0
2025-07-13 01:00:00,1.0,1023,1,0.0,1023.0,1.0,0.0,18.13,0,1,1,3
2025-03-18 05:26:00,61.59,337,0,-2.3254,326.4,61.8129,2.1744,41.79,0,0,0,1
2025-07-01 07:57:00,58.07,546,0,-1.903,533.6,56.4051,1.2774,136.42,66,0,1,1
2025-07-13 00:49:00,12.04,973,1,3.0711,950.4,14.5568,2.7828,18.13,0,1,1,3
2025-11-24 02:15:00,48.0,598,0,0.0,571.2,48.4704,0.6652,183.98,57,0,0,1
2025-03-07 19:49:00,58.3,405,0,0.6885,415.0,57.7915,1.2445,87.0,33,0,0,1
2025-07-11 21:51:00,40.17,628,0,1.7796,615.8,41.9334,1.3642,51.47,6,0,1,2
2025-05-14 01:00:00,44.88,688,0,0.5094,706.2,45.7184,0.8507,73.78,37,0,0,2
2025-05-17 18:23:00,77.86,482,0,-0.0699,493.2,77.8383,0.0328,139.71,25,0,0,1
2025-10-20 08:09:00,94.28,92,0,-1.0868,79.6,94.346,0.9747,43.51,0,0,0,0
2025-12-21 18:05:00,126.15,162,0,0.7382,157.8,126.8093,0.5095,67.5,47,0,0,0
2025-11-24 02:09:00,48.02,532,0,0.2132,530.4,48.0868,0.1065,122.71,51,0,0,1
2025-12-21 18:00:00,126.08,135,0,-0.5717,117.8,125.6482,0.3107,53.47,42,0,0,0
2025-10-01 11:19:00,126.41,210,0,-0.6479,167.4,124.6012,2.1111,58.41,59,0,0,0
2025-09-27 08:03:00,11.76,1023,1,-0.0056,1018.8,12.397,0.9091,34.53,0,1,1,3
2025-08-10 08:07:00,25.86,704,0,-0.3851,661.0,27.2999,1.6972,28.09,40,0,1,2
2025-06-16 14:57:00,36.38,716,0,0.477,681.6,36.5017,0.2514,44.43,42,0,1,2
2025-06-12 10:42:00,69.49,356,0,2.0288,341.4,70.6355,0.8478,37.6,61,0,1,1
2025-08-02 10:54:00,5.88,1023,1,2.756,1010.8,6.9881,1.1898,6.54,0,1,1,3
2025-09-27 08:20:00,3.02,959,1,-2.0154,934.4,1.6718,0.95,34.53,0,1,1,3
2025-05-17 11:18:00,71.7,610,0,-3.2501,610.0,69.7437,1.4058,156.34,35,0,0,1
2025-11-12 12:34:00,141.68,2,0,1.5987,15.8,142.2915,0.7069,21.31,50,0,0,0
2025-12-21 18:08:00,128.41,158,0,0.2844,167.2,128.1536,0.5724,77.68,50,0,0,0
2025-07-22 20:10:00,23.0,815,0,0.0902,820.8,24.1879,1.6166,285.17,71,0,1,2
2025-10-01 11:21:00,128.81,178,0,-1.0137,186.6,127.6676,0.9833,65.13,61,0,0,0
2025-04-05 07:24:00,51.92,495,0,3.1916,486.0,53.9851,1.4609,74.99,40,0,0,1
2025-04-19 15:05:00,67.15,509,0,2.7547,527.4,69.3989,1.6658,125.8,39,0,0,1
2025-02-24 15:53:00,90.84,40,0,1.206,29.6,91.6368,0.5605,44.76,0,0,0,0
2025-01-27 20:40:00,126.81,0,0,-0.1783,20.8,126.919,0.287,32.11,27,0,0,0
2025-06-12 10:57:00,67.8,513,0,1.8376,471.4,68.2915,0.9606,153.15,76,0,1,1
2025-10-22 07:13:00,59.86,610,0,1.6677,605.8,62.2128,2.2523,244.5,37,0,0,1
2025-06-06 09:55:00,2.36,1023,1,-1.3572,1023.0,1.4524,0.6398,17.53,0,1,1,3
2025-09-27 08:11:00,1.0,960,1,0.0,1002.4,1.0,0.0,34.53,0,1,1,3
2025-06-01 09:27:00,67.4,610,0,2.5862,607.6,69.2298,1.2985,137.85,59,0,1,1
2025-01-02 04:00:00,134.09,179,0,2.4825,212.6,135.9156,1.3051,42.12,59,0,0,0
2025-06-05 05:58:00,114.29,304,0,0.9019,304.4,114.8248,0.3849,23.65,0,0,1,0
2025-02-24 15:43:00,107.85,42,0,-4.3047,27.8,104.9137,2.0772,44.76,0,0,0,0
2025-04-05 07:34:00,48.0,610,0,0.85,609.4,49.1786,1.1209,174.88,50,0,0,1
2025-11-09 08:27:00,109.92,266,0,0.1555,264.8,110.524,0.6918,22.97,0,0,0,0
2025-06-06 10:01:00,1.0,1023,1,0.0,1023.0,1.0,0.0,17.53,0,1,1,3
2025-03-20 16:10:00,100.69,188,0,2.4357,208.0,102.3645,1.1895,85.14,24,0,0,0
2025-10-22 07:09:00,65.79,592,0,-0.2176,591.6,66.6291,1.3464,203.5,33,0,0,1
2025-06-15 02:27:00,36.63,744,0,-0.7446,728.8,37.3043,1.5175,40.07,0,0,1,2
2025-04-05 07:39:00,48.66,610,0,0.2282,603.4,49.338,0.7985,227.02,55,0,0,1
2025-06-16 15:05:00,37.74,799,0,0.8326,788.8,37.495,0.991,150.2,50,0,1,2
2025-03-20 16:19:00,98.05,139,0,1.2065,152.2,98.9886,0.6793,110.4,33,0,0,0
2025-10-22 07:03:00,65.89,539,0,2.3927,569.8,68.4343,2.1373,140.44,27,0,0,1
2025-12-21 18:07:00,128.69,183,0,-1.3311,167.6,127.4009,1.0383,74.27,49,0,0,0
2025-12-21 18:02:00,126.84,160,0,0.2228,136.2,126.6602,0.4209,58.62,44,0,0,0
2025-07-22 19:52:00,29.88,675,0,-1.3693,640.2,28.5018,1.1336,57.1,53,0,1,2
2025-06-16 15:02:00,35.57,784,0,-2.1532,772.6,34.991,1.1226,107.22,47,0,1,2
2025-05-14 01:04:00,44.04,620,0,0.564,662.4,43.0905,1.7536,122.07,41,0,0,2
2025-08-19 13:01:00,28.39,855,0,1.6327,855.0,29.4357,0.7384,143.89,65,0,1,2
2025-08-10 08:08:00,23.58,722,0,2.2795,671.8,26.3772,2.5163,41.97,41,0,1,2
2025-04-05 07:38:00,48.89,607,0,1.5682,603.4,49.1169,1.0167,216.44,54,0,0,1
2025-04-12 19:37:00,64.92,494,0,1.5607,553.6,66.5893,1.4095,129.23,36,0,0,1
2025-06-16 15:15:00,32.72,855,0,0.2883,853.8,32.8229,0.1322,292.54,60,0,1,2
2025-07-05 09:31:00,50.15,494,0,3.4131,483.0,52.2617,1.5091,41.49,0,0,1,1
2025-09-06 07:09:00,23.0,605,0,0.228,619.0,23.6397,0.7492,1.78,0,0,1,2
2025-06-12 10:44:00,65.07,388,0,4.5426,358.4,68.0585,2.1138,50.27,63,0,1,1
2025-06-01 09:34:00,65.2,610,0,-0.8403,610.0,64.5688,0.4564,210.21,66,0,1,1
2025-11-24 02:12:00,48.0,569,0,0.0,541.8,48.0,0.0,152.97,54,0,0,1
2025-09-24 14:17:00,41.38,855,0,0.1747,845.8,40.7746,0.9829,225.2,26,0,1,2
2025-06-15 02:22:00,45.48,682,0,0.7662,695.2,45.5225,0.5783,40.07,0,0,1,2
2025-10-20 08:07:00,95.57,79,0,-0.0547,59.4,95.9175,0.5259,43.51,0,0,0,0
2025-06-12 10:40:00,70.89,341,0,-0.7892,321.0,68.9572,2.2649,27.63,59,0,1,1
2025-10-22 07:07:00,68.53,610,0,-3.3241,573.4,65.9316,1.8951,182.6,31,0,0,1
2025-12-25 10:47:00,122.9,106,0,-2.0069,112.0,121.9565,0.8236,46.16,16,0,0,0
2025-04-05 07:22:00,54.92,483,0,-0.5246,481.0,55.9026,1.7744,56.28,38,0,0,1
2025-04-16 01:58:00,128.3,139,0,-1.3571,121.6,126.3724,1.8517,36.62,35,0,0,0
2025-05-20 00:57:00,127.25,214,0,0.372,192.2,127.3846,0.1705,38.65,48,0,0,0
2025-10-22 07:12:00,61.53,610,0,3.7205,605.8,63.8473,1.6515,236.07,36,0,0,1
2025-07-01 08:05:00,55.17,558,0,1.0173,569.0,56.9424,1.8391,218.65,74,0,1,1
2025-06-12 10:54:00,66.25,454,0,0.7547,428.6,67.3073,1.0037,125.72,73,0,1,1
2025-11-24 02:06:00,48.97,524,0,0.391,530.8,50.5999,2.0407,93.92,48,0,0,1
2025-03-18 05:20:00,60.26,332,0,1.8351,335.2,60.7071,0.3276,41.79,0,0,0,1
2025-06-05 05:53:00,112.27,266,0,-0.0623,231.6,112.1986,0.06,23.65,0,0,1,0
2025-11-12 12:43:00,139.44,121,0,-2.5843,106.6,137.3034,1.5953,34.46,59,0,0,0
2025-06-01 09:31:00,63.68,610,0,-0.1901,610.0,64.446,1.2229,181.67,63,0,1,1
2025-10-22 06:55:00,72.42,536,0,0.0912,508.2,73.0345,0.7987,59.47,19,0,0,1
2025-12-21 18:14:00,128.37,187,0,0.1832,166.8,128.8204,0.5186,96.63,56,0,0,0
2025-02-12 09:23:00,113.01,263,0,2.9244,262.6,114.6927,1.2347,9.76,0,0,0,0
2025-08-19 12:54:00,36.92,750,0,-0.3293,691.4,36.9729,0.3333,35.93,58,0,1,2
2025-06-01 09:26:00,69.99,610,0,0.3106,607.4,70.0253,0.21,126.44,58,0,1,1
2025-04-05 07:26:00,51.62,485,0,-0.2895,485.2,51.6267,0.24,89.9,42,0,0,1
2025-03-18 05:39:00,61.4,337,0,0.9286,344.6,62.6665,1.2016,41.79,0,0,0,1
2025-06-16 15:00:00,35.98,780,0,1.839,739.6,37.1956,0.8607,81.34,45,0,1,2
2025-04-16 02:09:00,123.54,194,0,2.1889,176.8,124.7475,0.909,66.6,46,0,0,0
2025-05-17 11:05:00,61.06,610,0,0.9776,599.0,62.125,0.9053,23.4,22,0,0,1
2025-10-16 01:52:00,69.97,593,0,0.0191,568.4,69.6846,0.4243,16.27,0,0,0,1
2025-05-14 00:59:00,45.39,704,0,1.4952,709.4,47.8611,2.513,64.5,36,0,0,2
2025-05-17 18:21:00,77.86,485,0,-1.1703,517.8,77.2114,0.4864,121.43,23,0,0,1
2025-10-16 01:54:00,66.79,568,0,2.5231,578.2,68.69,1.3735,16.27,0,0,0,1
2025-11-12 12:50:00,144.54,172,0,-0.0524,137.2,144.1937,0.4483,50.83,66,0,0,0
2025-11-24 11:19:00,48.27,415,0,1.1015,442.6,48.7159,0.4729,119.44,17,0,0,1
2025-10-20 08:04:00,95.96,41,0,-1.214,42.0,94.1567,1.7654,43.51,0,0,0,0
2025-07-22 20:09:00,23.09,829,0,3.3833,821.6,24.926,1.3962,271.35,70,0,1,2
2025-07-22 20:03:00,24.5,789,0,-1.4973,775.8,23.9696,0.6865,194.73,64,0,1,2
2025-11-09 08:42:00,104.86,232,0,1.1616,214.4,105.4854,0.4789,22.97,0,0,0,0
2025-07-05 09:35:00,53.29,544,0,-5.2927,529.8,50.1472,2.2731,41.49,0,0,1,1
2025-01-05 00:30:00,124.79,16,0,0.4334,25.2,125.6571,0.938,15.02,0,0,0,0
2025-05-17 18:12:00,73.77,537,0,1.7576,533.8,75.4658,1.5631,32.47,14,0,0,1
2025-06-12 10:48:00,69.08,458,0,0.1184,407.6,69.2995,0.2268,80.99,67,0,1,1
2025-08-02 10:49:00,11.1,969,1,0.0486,962.8,10.0107,1.5763,6.54,0,1,1,3
2025-05-20 00:59:00,127.57,220,0,0.3628,211.6,127.5833,0.2763,46.2,50,0,0,0
2025-09-24 14:18:00,40.83,855,0,0.5491,848.4,41.2556,0.3084,237.6,27,0,1,2
2025-08-02 10:46:00,10.73,956,1,0.2156,910.8,10.3591,0.6865,6.54,0,1,1,3
2025-06-13 02:08:00,100.71,305,0,-0.6856,261.2,99.6981,0.9925,73.11,50,0,1,0
2025-10-01 11:18:00,125.76,170,0,-4.1191,155.2,123.8233,1.6908,55.18,58,0,0,0
2025-01-05 00:20:00,126.7,91,0,-0.7682,94.0,127.1585,2.0094,15.02,0,0,0,0
2025-07-05 09:25:00,56.43,464,0,0.8319,440.8,57.2965,0.7195,41.49,0,0,1,1
2025-05-17 18:26:00,78.39,444,0,3.6102,462.2,79.2126,2.0254,164.49,28,0,0,1
2025-04-12 19:47:00,64.65,561,0,0.1512,547.8,63.9601,1.0892,225.32,46,0,0,1
2025-09-27 08:05:00,7.21,1023,1,1.4681,1022.0,9.2125,1.8964,34.53,0,1,1,3
2025-01-02 04:03:00,133.75,212,0,3.346,194.6,135.8917,1.5156,52.03,62,0,0,0
2025-12-25 10:49:00,124.25,105,0,-1.3368,107.6,123.3527,0.6325,50.55,18,0,0,0
2025-06-12 10:58:00,68.71,516,0,-0.9111,492.6,68.7131,0.7502,163.81,77,0,1,1
2025-01-05 00:33:00,128.2,3,0,-1.5423,14.8,127.044,0.8279,15.02,0,0,0,0
2025-07-13 00:52:00,3.14,1019,1,3.7433,986.2,6.1826,2.249,18.13,0,1,1,3
2025-03-20 16:02:00,99.86,254,0,0.7482,259.4,101.3318,1.0671,52.17,16,0,0,0
2025-04-19 15:03:00,71.14,533,0,0.4531,521.0,71.4276,0.2061,108.34,37,0,0,1
2025-04-12 19:41:00,63.79,509,0,-1.8442,512.4,62.9249,0.7572,164.51,40,0,0,1
2025-12-25 10:42:00,123.7,112,0,0.4288,100.2,123.9267,0.1593,37.37,11,0,0,0
2025-01-02 04:14:00,136.21,305,0,-0.7563,282.8,135.0337,1.1725,100.31,73,0,0,0
2025-06-05 05:48:00,112.87,184,0,-0.012,169.4,114.0885,1.7354,23.65,0,0,1,0
2025-06-06 09:59:00,1.0,1023,1,0.0,1023.0,1.0,0.0,17.53,0,1,1,3
2025-06-15 02:29:00,30.37,777,0,3.1578,751.2,33.5075,2.5539,40.07,0,0,1,2
2025-03-18 05:22:00,61.35,315,0,-1.3177,328.4,60.5454,0.5737,41.79,0,0,0,1
2025-07-05 09:36:00,52.7,550,0,0.5923,541.0,51.331,2.3678,41.49,0,0,1,1
2025-03-07 19:59:00,48.0,383,0,1.6572,397.0,48.7655,0.6824,155.14,43,0,0,1
2025-11-24 11:27:00,48.0,527,0,0.0,502.0,48.0,0.0,184.27,25,0,0,1
2025-08-19 12:55:00,34.82,774,0,2.0986,717.2,36.1126,0.9215,52.32,59,0,1,2
2025-01-02 04:15:00,135.29,292,0,0.9261,290.8,135.6508,0.4026,105.62,74,0,0,0
2025-02-02 12:36:00,150.25,24,0,-1.6232,43.8,149.374,0.6694,4.36,0,0,0,0
2025-03-20 16:15:00,99.65,158,0,-0.1534,165.4,99.7132,0.2117,99.93,29,0,0,0
2025-01-05 00:37:00,123.27,0,0,-0.2396,0.6,123.3299,0.2696,15.02,0,0,0,0
2025-06-06 09:46:00,1.0,979,1,0.0,932.0,1.0,0.0,17.53,0,1,1,3
2025-04-05 07:25:00,51.33,469,0,0.5878,483.4,52.79,1.6605,81.58,41,0,0,1
2025-02-24 15:54:00,91.14,18,0,-0.3005,27.0,91.3465,0.5126,44.76,0,0,0,0
2025-10-01 11:24:00,129.71,185,0,-0.8167,187.4,129.0963,0.4453,75.05,64,0,0,0
2025-04-07 19:55:00,134.22,146,0,0.6919,116.6,134.6163,0.291,3.29,0,0,0,0
2025-05-13 09:52:00,35.59,855,0,0.6259,855.0,36.5774,0.9818,9.39,0,0,0,2
2025-04-16 02:13:00,129.18,197,0,0.8432,198.0,128.5947,1.4692,79.17,50,0,0,0
2025-01-27 20:48:00,130.09,0,0,-0.8615,3.2,128.6627,1.4522,33.07,35,0,0,0
2025-10-16 01:51:00,69.99,578,0,-0.9095,559.8,69.9696,0.7129,16.27,0,0,0,1
2025-03-20 16:04:00,100.76,256,0,0.0267,257.0,100.467,0.4273,61.71,18,0,0,0
2025-06-16 15:14:00,33.01,855,0,-0.2718,853.8,33.9631,1.5446,278.21,59,0,1,2
2025-09-27 08:19:00,1.0,946,1,0.0,926.4,1.0237,0.0335,34.53,0,1,1,3
2025-02-02 12:31:00,143.8,92,0,-2.0624,82.8,143.0167,0.9125,4.36,0,0,0,0
2025-10-01 11:14:00,124.39,149,0,2.5101,121.8,126.1126,1.2183,44.15,54,0,0,0
2025-12-25 10:50:00,124.52,88,0,-0.2697,103.4,123.8915,0.7024,52.16,19,0,0,0
2025-02-02 12:29:00,143.51,94,0,-0.1174,87.8,142.7214,1.0391,4.36,0,0,0,0
2025-01-05 00:28:00,126.96,22,0,1.8701,29.4,128.4577,1.1028,15.02,0,0,0,0
2025-05-13 09:55:00,38.32,855,0,-0.2217,855.0,38.1166,0.1635,9.39,0,0,0,2
2025-03-11 22:33:00,138.6,187,0,1.3005,159.2,138.578,1.0865,72.62,66,0,0,0
2025-05-14 01:14:00,27.98,654,0,1.6055,656.8,30.2844,2.2223,241.54,51,0,0,2
2025-07-05 09:23:00,58.19,449,0,3.9836,422.2,61.2704,2.2361,41.49,0,0,1,1
2025-02-12 09:12:00,118.11,275,0,-3.3053,275.8,115.4806,1.927,9.76,0,0,0,0
2025-12-21 18:10:00,128.54,143,0,-0.4414,162.4,128.3504,0.1847,83.42,52,0,0,0
2025-11-09 08:32:00,106.13,239,0,-0.3631,225.2,106.5426,0.8547,22.97,0,0,0,0
2025-01-02 04:04:00,135.44,220,0,-1.6851,199.8,135.4314,1.366,56.27,63,0,0,0
2025-04-07 19:50:00,136.06,86,0,-1.2464,83.2,133.8959,2.2365,3.29,0,0,0,0
2025-11-12 12:46:00,143.09,115,0,-0.4338,125.2,141.8686,1.4253,41.17,62,0,0,0
2025-03-11 22:28:00,140.45,143,0,1.0969,128.8,141.0266,0.4498,59.24,61,0,0,0
2025-09-27 08:21:00,1.47,948,1,1.5435,943.6,1.8291,0.8607,34.53,0,1,1,3
2025-08-19 13:04:00,23.0,855,0,1.6819,855.0,24.5741,1.2436,192.25,68,0,1,2
2025-04-05 07:27:00,50.05,527,0,1.5748,494.0,51.0024,0.6844,98.2,43,0,0,1
2025-06-16 15:04:00,38.57,792,0,-2.3909,785.0,36.774,1.2934,133.39,49,0,1,2
2025-05-14 00:58:00,46.88,713,0,1.805,708.6,49.7491,2.0279,51.2,35,0,0,2
2025-05-17 18:13:00,73.32,550,0,0.4505,535.6,74.8757,1.8935,44.31,15,0,0,1
2025-04-12 19:33:00,69.56,568,0,-0.9823,553.6,69.0028,0.413,89.13,32,0,0,1
2025-08-10 08:13:00,23.0,821,0,0.0,775.6,23.0,0.0,100.54,46,0,1,2
2025-03-07 19:50:00,57.49,395,0,0.8169,411.2,58.2617,0.6153,93.77,34,0,0,1
2025-02-12 09:15:00,109.32,268,0,0.1618,275.0,109.8628,0.6609,9.76,0,0,0,0
2025-11-09 08:46:00,103.58,258,0,-0.6954,238.4,103.9281,1.0243,22.97,0,0,0,0
2025-02-24 15:41:00,103.35,24,0,-1.1596,16.4,102.4611,0.6422,44.76,0,0,0,0
2025-10-20 08:03:00,94.75,39,0,-1.2884,40.2,94.709,2.3917,43.51,0,0,0,0
2025-05-14 01:17:00,26.05,726,0,0.4857,685.2,26.6785,0.5804,277.24,54,0,0,2
2025-08-10 08:25:00,23.62,855,0,-0.6215,855.0,23.3795,0.2717,271.83,58,0,1,2
2025-04-05 07:33:00,48.85,610,0,1.8359,602.8,50.0845,0.873,161.83,49,0,0,1
2025-06-15 02:21:00,46.25,702,0,-1.4148,691.6,45.464,0.588,40.07,0,0,1,2
2025-05-13 09:44:00,43.29,855,0,1.4526,850.2,43.1383,1.3737,9.39,0,0,0,2
2025-04-19 15:09:00,63.92,557,0,1.9935,542.2,65.4305,1.0936,159.71,43,0,0,1
2025-07-01 07:47:00,58.0,489,0,-0.3708,492.8,57.2101,0.6182,46.42,56,0,1,1
2025-06-06 10:00:00,1.0,1023,1,0.0,1023.0,1.0,0.0,17.53,0,1,1,3
2025-07-22 20:02:00,23.0,765,0,1.4116,768.2,23.4705,0.6655,182.59,63,0,1,2
2025-10-16 01:43:00,71.63,483,0,2.5672,463.8,73.1526,1.1032,16.27,0,0,0,1
2025-06-12 10:55:00,67.44,495,0,-1.1886,442.8,66.9022,0.4911,136.3,74,0,1,1
2025-05-17 11:04:00,62.04,610,0,1.776,592.6,62.3936,0.6266,13.77,21,0,0,1
2025-05-13 09:42:00,41.39,844,0,0.7844,850.2,41.7372,0.3254,9.39,0,0,0,2
2025-07-02 12:37:00,13.85,1023,1,-0.4261,1023.0,13.9305,0.4493,18.0,0,1,1,3
2025-07-05 09:32:00,52.63,525,0,-2.4894,490.4,52.1128,1.4414,41.49,0,0,1,1
2025-05-17 11:17:00,68.45,610,0,0.6399,610.0,69.5912,1.1945,144.72,34,0,0,1
2025-01-02 04:12:00,133.43,273,0,-0.1018,256.0,133.3632,0.0502,87.76,71,0,0,0
2025-06-15 02:30:00,28.07,779,0,2.2966,761.2,30.6567,2.236,40.07,0,0,1,2
2025-03-11 22:27:00,141.54,154,0,-0.4576,125.4,141.1034,0.3539,56.96,60,0,0,0
2025-04-19 15:14:00,60.65,604,0,1.1731,592.4,61.6418,0.7505,205.99,48,0,0,1
2025-11-09 08:28:00,109.8,223,0,0.1229,256.8,109.9601,0.1462,22.97,0,0,0,0
2025-08-02 11:02:00,4.41,1023,1,1.0523,1023.0,4.4403,0.8193,6.54,0,1,1,3
2025-05-13 09:45:00,43.56,855,0,-0.2742,850.2,43.8638,0.6302,9.39,0,0,0,2
2025-06-06 09:50:00,1.0,1010,1,0.0,1007.8,1.8624,1.2196,17.53,0,1,1,3
2025-06-12 10:46:00,69.61,396,0,-1.601,378.0,67.5649,1.8814,66.04,65,0,1,1
2025-07-22 20:07:00,25.21,825,0,-2.2144,811.0,24.2705,0.9331,247.32,68,0,1,2
2025-02-02 12:34:00,149.24,45,0,-1.4191,63.8,148.0453,0.8978,4.36,0,0,0,0
2025-09-06 07:19:00,23.0,597,0,0.5216,597.0,23.1739,0.2459,1.78,0,0,1,2
2025-07-22 19:51:00,28.51,644,0,-2.9988,634.6,27.8772,0.5822,44.68,52,0,1,2
2025-05-20 00:48:00,118.04,114,0,0.4249,82.4,118.6196,0.5441,11.53,39,0,0,0
2025-04-07 19:56:00,136.09,144,0,-1.8652,125.4,135.0732,0.7699,3.29,0,0,0,0
2025-03-11 22:39:00,141.25,195,0,-2.6998,192.8,138.768,1.9428,91.76,72,0,0,0
2025-10-16 01:42:00,74.19,481,0,-0.5529,447.6,72.8808,1.4815,16.27,0,0,0,1
2025-06-15 02:24:00,39.2,724,0,2.6608,704.4,42.1787,2.5768,40.07,0,0,1,2
2025-10-16 01:40:00,70.81,465,0,-1.0774,409.0,70.4957,0.5423,16.27,0,0,0,1
2025-06-05 05:55:00,114.26,305,0,-1.6256,266.4,113.0553,0.8662,23.65,0,0,1,0
2025-04-16 01:59:00,127.33,143,0,0.9665,124.4,127.5258,0.5704,39.22,36,0,0,0
2025-05-13 09:48:00,39.93,855,0,0.8678,853.2,40.6451,0.535,9.39,0,0,0,2
2025-02-12 09:17:00,110.41,267,0,-0.108,271.4,110.0073,0.4901,9.76,0,0,0,0
2025-06-12 10:52:00,68.66,410,0,1.2444,438.0,68.6745,0.9961,109.64,71,0,1,1
2025-09-06 07:24:00,23.0,628,0,0.0,622.8,23.0,0.0,1.78,0,0,1,2
2025-11-12 12:39:00,135.14,86,0,2.3167,65.0,137.153,1.5368,26.58,55,0,0,0
2025-06-16 15:12:00,36.14,855,0,1.442,855.0,37.6441,1.252,247.44,57,0,1,2
2025-08-02 10:59:00,4.47,1023,1,1.3006,1023.0,5.6371,0.9024,6.54,0,1,1,3
2025-05-15 03:39:00,95.66,269,0,-1.7478,267.8,94.0239,1.2908,38.74,0,0,0,0
2025-07-11 21:56:00,34.4,644,0,2.4011,644.4,36.5125,1.6167,106.65,11,0,1,2
2025-11-24 11:12:00,54.94,499,0,-1.135,469.8,53.8211,0.9024,64.34,10,0,0,1
2025-02-24 15:46:00,102.04,0,0,2.416,20.6,104.9614,2.6174,44.76,0,0,0,0
2025-07-02 12:41:00,16.74,1023,1,1.898,1023.0,18.0117,0.8988,18.0,0,1,1,3
2025-12-21 18:01:00,127.06,145,0,-0.9831,125.6,126.2162,0.6421,56.13,43,0,0,0
2025-05-14 01:10:00,36.74,661,0,3.5399,655.4,39.372,1.8921,192.72,47,0,0,2
2025-07-05 09:22:00,62.18,445,0,1.2637,405.4,64.6202,2.6129,41.49,0,0,1,1
2025-03-07 19:57:00,48.64,378,0,2.0209,397.6,49.8717,0.8827,141.0,41,0,0,1
2025-07-01 07:53:00,53.31,575,0,-3.0737,525.4,52.2275,1.4068,101.89,62,0,1,1
2025-12-25 11:01:00,130.53,180,0,2.0596,159.8,131.3066,0.914,80.7,30,0,0,0
2025-07-05 09:24:00,57.26,435,0,0.9295,429.2,59.2115,2.131,41.49,0,0,1,1
2025-07-02 12:39:00,18.66,1023,1,-4.5902,1023.0,15.5239,2.2162,18.0,0,1,1,3
2025-04-19 15:01:00,71.56,525,0,1.1746,507.0,71.6162,0.8863,85.77,35,0,0,1
2025-09-24 14:14:00,39.37,836,0,-3.5631,848.6,37.1337,1.5926,182.37,23,0,1,2
2025-10-01 11:27:00,135.11,156,0,-2.4078,175.8,133.0739,1.5317,83.88,67,0,0,0
