timestamp,distance_cm,rain_analog,float_status,rise_rate_cm_per_min,rain_trend_5min,distance_rolling_mean_3min,distance_rolling_std_3min,cumulative_rain_30min,time_since_rain_start,emergency_flag,season_flag,risk_label
2025-01-05 00:28:00,126.96,22,0,1.8701,29.4,128.4577,1.1028,15.02,0,0,0,0
2024-07-01 12:12:00,121.2,36,0,-0.705,42.6,120.4278,0.6609,6.65,8,0,1,0
2024-07-03 01:07:00,9.68,988,1,-0.3102,954.4,9.2794,0.3744,63.95,4,1,1,3
2024-07-02 23:07:00,11.03,991,1,-0.7921,987.2,10.8738,0.4652,114.12,7,1,1,3
2024-07-02 23:00:00,16.9,926,1,-0.658,914.0,16.4654,0.3102,0.0,0,1,1,3
2024-07-02 00:04:00,61.48,583,0,-1.8733,573.0,60.3948,0.7919,19.68,2,0,1,1
2024-07-02 15:06:00,36.83,710,0,0.0593,688.2,36.5911,0.3802,57.35,5,0,1,2
2024-07-01 20:01:00,69.88,551,0,0.4277,571.0,71.1323,1.4807,18.68,2,0,1,1
2025-08-10 08:08:00,23.58,722,0,2.2795,671.8,26.3772,2.5163,41.97,41,0,1,2
2024-07-02 05:05:00,60.65,592,0,0.4356,554.8,60.7056,0.2927,28.35,3,0,1,1
2025-01-05 00:24:00,125.14,48,0,0.3809,62.6,124.8393,0.7073,15.02,0,0,0,0
2025-11-24 02:11:00,48.0,529,0,0.0,533.4,48.0079,0.0111,143.62,53,0,0,1
2025-05-14 01:04:00,44.04,620,0,0.564,662.4,43.0905,1.7536,122.07,41,0,0,2
2024-07-01 19:18:00,95.14,238,0,-1.5894,228.0,94.3697,0.6501,51.52,17,0,1,0
2024-07-01 11:17:00,109.47,131,0,0.048,140.8,109.7751,0.397,27.33,13,0,1,0
2025-10-22 06:57:00,73.0,534,0,-1.3545,519.8,72.3576,0.555,76.36,21,0,0,1
2024-07-03 01:11:00,8.66,1015,1,-0.2407,1001.4,8.7265,0.2829,130.93,8,1,1,3
2024-07-01 20:07:00,70.91,555,0,-2.0275,548.6,69.2617,1.2169,73.58,8,0,1,1
2025-07-01 07:49:00,55.62,492,0,0.6116,488.6,56.6193,1.0071,63.76,58,0,1,1
2024-07-01 23:00:00,54.9,420,0,-0.8562,413.6,54.3285,0.4036,0.0,0,0,1,1
2024-07-01 19:03:00,96.72,164,0,0.6498,134.6,96.2764,1.1247,5.1,2,0,1,0
2024-07-01 16:17:00,109.68,288,0,-0.0449,278.2,109.5785,0.1194,60.43,15,0,1,0
2024-07-01 05:07:00,103.05,125,0,0.4026,136.6,102.8213,0.6336,15.98,7,0,1,0
2025-11-12 12:33:00,143.28,10,0,-1.3756,24.6,142.7049,0.5827,21.27,49,0,0,0
2025-03-20 16:05:00,102.48,245,0,-1.7259,252.6,101.34,0.8074,65.54,19,0,0,0
2024-07-01 03:17:00,115.37,239,0,3.627,247.2,118.2399,2.1029,57.45,14,0,1,0
2025-02-12 09:10:00,113.54,267,0,0.5068,265.0,113.5753,0.3656,9.76,0,0,0,0
2024-07-02 22:05:00,13.5,1023,1,0.1973,1017.6,13.6679,0.1255,67.87,4,1,1,3
2024-07-01 23:16:00,64.3,519,0,1.8204,508.2,65.8201,1.1396,99.75,12,0,1,1
2025-04-19 15:10:00,57.97,569,0,5.9463,554.2,62.5997,3.3726,168.02,44,0,0,1
2025-09-06 07:24:00,23.0,628,0,0.0,622.8,23.0,0.0,1.78,0,0,1,2
2025-06-05 05:51:00,112.12,218,0,1.045,202.8,113.3509,1.0866,23.65,0,0,1,0
2025-05-14 01:14:00,27.98,654,0,1.6055,656.8,30.2844,2.2223,241.54,51,0,0,2
2024-07-02 05:00:00,60.36,517,0,0.8692,507.4,60.9402,0.4098,0.0,0,0,1,1
2025-05-20 00:47:00,118.47,105,0,0.8814,70.8,118.8572,0.367,9.2,38,0,0,0
2024-07-02 23:05:00,11.35,985,1,-0.0483,972.4,12.166,1.1928,81.03,5,1,1,3
2025-07-22 19:57:00,24.61,722,0,-1.2394,699.6,24.7469,1.1803,115.65,58,0,1,2
2025-09-24 14:17:00,41.38,855,0,0.1747,845.8,40.7746,0.9829,225.2,26,0,1,2
2025-04-07 19:51:00,134.82,100,0,1.2395,92.8,135.2304,0.586,3.29,0,0,0,0
2025-04-05 07:36:00,48.0,591,0,0.0,606.2,48.0,0.0,195.56,52,0,0,1
2024-07-01 16:10:00,110.89,253,0,0.6312,229.0,111.2196,0.2583,28.15,8,0,1,0
2025-05-17 18:19:00,77.08,520,0,-0.7963,546.2,76.9931,0.545,102.21,21,0,0,1
2024-07-02 17:03:00,26.75,839,0,1.1402,812.4,27.846,0.873,13.98,1,0,1,2
2025-11-24 02:13:00,49.41,568,0,-1.4111,549.0,48.4704,0.6652,160.65,55,0,0,1
2025-12-25 10:51:00,125.27,101,0,-0.7509,103.2,124.6773,0.4318,53.96,20,0,0,0
2024-07-01 11:14:00,111.22,149,0,1.7845,132.4,112.0773,0.7305,20.42,10,0,1,0
2025-02-24 15:56:00,91.84,0,0,0.0604,18.6,91.6293,0.3434,44.76,0,0,0,0
2025-02-24 15:53:00,90.84,40,0,1.206,29.6,91.6368,0.5605,44.76,0,0,0,0
2024-07-02 01:09:00,63.32,328,0,0.6565,316.0,63.2171,0.6697,46.33,9,0,1,1
2024-07-02 14:17:00,30.1,850,0,-0.4502,850.0,29.8975,0.186,223.3,16,0,1,2
2025-08-19 13:05:00,23.0,855,0,0.0,855.0,23.5606,0.7928,210.12,69,0,1,2
2024-07-02 16:14:00,35.08,843,0,0.9973,848.6,36.8988,1.9083,141.43,10,0,1,2
2024-07-01 19:08:00,94.68,161,0,0.1568,160.0,95.2242,0.6624,18.43,7,0,1,0
2025-12-21 18:15:00,130.34,200,0,-1.9767,178.2,129.0859,0.8918,100.13,57,0,0,0
2024-07-02 03:03:00,58.38,558,0,-2.6463,563.6,56.0899,1.7459,27.78,3,0,1,1
2024-07-01 11:10:00,114.51,129,0,-1.7216,117.0,113.3666,0.8084,11.53,6,0,1,0
2025-07-11 21:57:00,32.89,635,0,1.5132,644.4,34.6988,1.6117,116.27,12,0,1,2
2025-10-22 06:56:00,71.65,533,0,0.778,519.4,72.1958,0.39,67.21,20,0,0,1
2025-10-22 07:00:00,72.16,591,0,0.3619,562.0,72.376,0.1563,107.56,24,0,0,1
2025-01-02 03:59:00,136.58,194,0,0.503,219.6,137.0283,0.351,38.32,58,0,0,0
2025-11-24 11:08:00,57.31,442,0,-0.4966,443.0,56.3522,1.2759,29.65,6,0,0,1
2024-07-02 06:05:00,59.21,537,0,0.7967,520.4,59.572,0.3284,43.37,5,0,1,1
2024-07-02 15:17:00,34.72,827,0,-0.1874,806.4,34.8841,0.3662,198.97,16,0,1,2
2025-03-18 05:24:00,64.58,336,0,-2.4102,325.2,62.698,1.3723,41.79,0,0,0,1
2025-07-22 20:06:00,23.0,833,0,1.5969,799.0,23.8751,0.6609,230.75,67,0,1,2
2025-01-02 04:11:00,133.33,279,0,-0.009,247.2,133.9337,0.8568,83.95,70,0,0,0
2024-07-01 03:05:00,119.7,246,0,1.1768,244.0,120.3499,0.488,8.08,2,0,1,0
2024-07-01 21:08:00,52.2,600,0,0.596,595.6,52.7496,0.4299,58.9,6,0,1,1
2025-03-20 16:03:00,100.78,255,0,-0.9196,261.6,100.8039,0.7772,57.33,17,0,0,0
2025-09-27 08:04:00,8.67,1023,1,3.0826,1024.2,10.7276,1.4519,34.53,0,1,1,3
2024-07-02 18:14:00,45.08,850,0,1.2265,850.0,45.843,0.545,197.68,14,0,1,2
2025-05-20 00:48:00,118.04,114,0,0.4249,82.4,118.6196,0.5441,11.53,39,0,0,0
2025-11-09 08:29:00,105.79,214,0,4.011,249.4,108.5056,1.9204,22.97,0,0,0,0
2025-08-02 10:52:00,6.44,1023,1,2.2722,992.0,8.1995,1.2788,6.54,0,1,1,3
2024-07-02 22:17:00,6.05,1023,1,1.2592,1023.0,7.6248,1.437,272.47,16,1,1,3
2024-07-02 11:00:00,39.97,806,0,-0.3236,806.8,39.7529,0.1526,0.0,0,0,1,2
2024-07-01 13:12:00,93.91,111,0,-0.2483,93.2,93.481,0.4424,16.3,11,0,1,0
2025-06-13 02:02:00,108.98,222,0,0.6918,210.2,109.6655,0.5526,47.77,44,0,1,0
2024-07-01 16:13:00,110.61,280,0,0.4136,264.6,110.8371,0.1703,41.92,11,0,1,0
2024-07-01 07:16:00,90.86,175,0,-0.3709,190.4,90.6478,0.1555,36.43,13,0,1,0
2024-07-02 21:09:00,7.35,870,1,-0.9257,858.0,6.7293,0.4422,71.5,5,1,1,3
2024-07-02 01:19:00,54.59,306,0,1.1355,305.8,55.5944,0.7728,97.9,19,0,1,1
2024-07-01 15:01:00,93.14,220,0,-2.1498,206.2,91.8245,0.9425,0.0,0,0,1,0
2024-07-01 05:17:00,104.34,142,0,0.7692,141.4,104.8019,0.3328,38.27,17,0,1,0
2024-07-02 09:16:00,50.9,593,0,-0.8971,593.4,50.5745,0.4073,136.83,14,0,1,1
2025-08-19 12:57:00,33.89,855,0,1.4738,789.4,34.6948,0.6085,80.18,61,0,1,2
2025-09-27 08:03:00,11.76,1023,1,-0.0056,1018.8,12.397,0.9091,34.53,0,1,1,3
2025-07-11 22:07:00,34.88,791,0,1.3588,759.2,35.923,0.7535,243.21,22,0,1,2
2024-07-02 00:16:00,64.7,570,0,-0.3127,572.4,63.7653,1.1017,134.82,14,0,1,1
2024-07-02 15:12:00,37.46,789,0,-0.5961,751.0,36.9704,0.3656,131.77,11,0,1,2
2025-06-05 05:53:00,112.27,266,0,-0.0623,231.6,112.1986,0.06,23.65,0,0,1,0
2024-07-02 16:05:00,40.9,846,0,-0.7476,849.2,40.4827,0.3121,14.1,1,0,1,2
2024-07-02 20:15:00,36.48,850,0,-0.2506,850.0,36.4084,0.1246,219.97,16,0,1,2
2025-05-14 01:11:00,35.74,666,0,0.9952,656.8,37.5867,1.9462,201.76,48,0,0,2
2025-04-07 19:52:00,134.55,102,0,0.2682,96.0,135.1433,0.6567,3.29,0,0,0,0
2025-10-20 08:09:00,94.28,92,0,-1.0868,79.6,94.346,0.9747,43.51,0,0,0,0
2025-12-21 18:14:00,128.37,187,0,0.1832,166.8,128.8204,0.5186,96.63,56,0,0,0
2024-07-01 21:06:00,53.25,599,0,0.6697,573.6,53.2274,0.5757,38.9,4,0,1,1
2024-07-01 05:08:00,102.18,134,0,0.8718,132.8,102.8962,0.5319,18.22,8,0,1,0
2025-03-20 16:13:00,100.0,172,0,-0.5373,181.4,99.9119,0.3375,93.6,27,0,0,0
2024-07-01 19:10:00,97.49,156,0,-1.066,156.6,96.1985,1.1588,23.6,9,0,1,0
2024-07-02 15:11:00,36.87,759,0,-0.2808,735.2,36.4945,0.3454,118.62,10,0,1,2
2025-04-05 07:27:00,50.05,527,0,1.5748,494.0,51.0024,0.6844,98.2,43,0,0,1
2024-07-02 14:13:00,31.56,850,0,-0.3058,849.8,32.0793,0.9599,166.63,12,0,1,2
2025-06-13 02:09:00,99.8,305,0,0.9164,279.0,100.1802,0.3892,77.68,51,0,1,0
2025-02-24 15:48:00,99.7,15,0,0.2546,10.2,100.5615,1.0499,44.76,0,0,0,0
2024-07-01 10:19:00,126.28,147,0,-0.1626,141.0,126.6759,0.6826,30.12,16,0,1,0
2024-07-01 04:13:00,124.88,241,0,0.1704,250.0,125.3889,0.5988,44.37,11,0,1,0
2024-07-02 04:17:00,76.87,383,0,-0.2693,386.6,76.3268,0.582,113.17,17,0,1,1
2025-04-19 15:14:00,60.65,604,0,1.1731,592.4,61.6418,0.7505,205.99,48,0,0,1
2025-02-12 09:19:00,115.06,274,0,-2.5433,268.4,112.6614,1.9027,9.76,0,0,0,0
2025-11-09 08:31:00,105.77,235,0,1.9672,230.6,106.4298,0.9216,22.97,0,0,0,0
2025-04-19 15:02:00,71.59,542,0,-0.0339,517.8,71.9589,0.5459,97.33,36,0,0,1
2025-06-05 05:54:00,112.64,303,0,-0.368,248.0,112.3701,0.1898,23.65,0,0,1,0
2025-08-19 13:10:00,23.0,855,0,0.0,855.0,23.0,0.0,287.23,74,0,1,2
2024-07-01 16:14:00,111.01,265,0,-0.3921,268.8,110.8832,0.1901,46.33,12,0,1,0
2025-06-16 15:06:00,37.93,828,0,-0.1934,798.0,38.0789,0.3558,164.01,51,0,1,2
2024-07-01 20:18:00,67.81,572,0,0.5502,585.6,67.9844,0.2648,180.4,19,0,1,1
2025-04-19 15:08:00,65.91,545,0,0.5527,536.4,66.7336,0.8051,150.75,42,0,0,1
2024-07-02 03:18:00,57.39,594,0,0.8428,590.6,57.4453,0.6252,173.18,18,0,1,1
2024-07-03 00:09:00,8.34,1023,1,1.1387,1014.6,9.1925,0.6136,116.87,7,1,1,3
2025-07-05 09:24:00,57.26,435,0,0.9295,429.2,59.2115,2.131,41.49,0,0,1,1
2024-07-02 04:15:00,75.52,372,0,1.8167,395.0,76.5951,0.7789,100.33,15,0,1,1
2024-07-02 20:12:00,34.82,850,0,-0.9005,850.0,34.7108,0.6016,177.47,13,0,1,2
2025-07-13 00:50:00,8.52,998,1,3.5263,959.4,12.9981,4.1058,18.13,0,1,1,3
2024-07-02 04:06:00,72.96,400,0,-0.1934,412.6,72.1383,1.0336,41.27,6,0,1,1
2024-07-02 01:17:00,56.47,307,0,0.194,305.2,57.1146,0.7801,87.77,17,0,1,1
2025-02-02 12:29:00,143.51,94,0,-0.1174,87.8,142.7214,1.0391,4.36,0,0,0,0
2024-07-02 04:16:00,76.6,387,0,-1.0777,389.4,76.4833,0.7459,106.78,16,0,1,1
2024-07-01 02:15:00,116.21,160,0,-2.4571,126.4,115.6148,1.3458,24.87,15,0,1,0
2024-07-02 19:03:00,27.48,711,0,0.9125,695.4,28.4317,0.7879,11.85,1,0,1,2
2025-08-10 08:11:00,23.0,783,0,0.0,740.6,23.3248,0.4594,78.77,44,0,1,2
2024-07-02 15:10:00,36.58,754,0,-0.5507,725.4,36.1474,0.3207,105.97,9,0,1,2
2025-05-14 01:02:00,40.63,679,0,3.0126,694.6,43.0523,1.7842,100.95,39,0,0,2
2024-07-02 13:10:00,29.21,793,0,0.7829,774.4,29.1571,0.7088,125.13,10,0,1,2
2024-07-01 00:04:00,101.51,142,0,-0.0637,152.4,101.7246,0.3549,2.37,1,0,1,0
2024-07-02 21:17:00,8.86,901,1,1.116,896.8,10.123,1.0917,190.57,13,1,1,3
2025-04-05 07:25:00,51.33,469,0,0.5878,483.4,52.79,1.6605,81.58,41,0,0,1
2025-09-24 14:04:00,41.25,844,0,-1.7238,841.4,39.1951,1.8218,37.15,13,0,1,2
2025-11-24 11:21:00,49.89,456,0,-1.8933,437.8,48.7206,0.8364,135.59,19,0,0,1
2025-09-27 08:12:00,1.0,925,1,0.0,982.8,1.0,0.0,34.53,0,1,1,3
2025-02-12 09:17:00,110.41,267,0,-0.108,271.4,110.0073,0.4901,9.76,0,0,0,0
2024-07-01 07:01:00,95.81,151,0,1.1988,144.6,96.3536,0.4948,0.0,0,0,1,0
2025-05-17 11:15:00,71.24,610,0,0.353,610.0,71.5349,0.2213,124.7,32,0,0,1
2025-11-12 12:50:00,144.54,172,0,-0.0524,137.2,144.1937,0.4483,50.83,66,0,0,0
2024-07-01 10:07:00,124.8,77,0,-0.6211,92.4,123.7544,1.0647,5.75,4,0,1,0
2025-03-18 05:31:00,64.0,327,0,-1.561,346.2,62.9914,0.7156,41.79,0,0,0,1
2025-04-07 19:39:00,120.0,26,0,-0.8039,54.8,118.8613,1.0922,3.29,0,0,0,0
2024-07-02 22:00:00,17.69,1003,1,1.154,990.2,18.4559,0.544,0.0,0,1,1,3
2025-01-02 04:06:00,134.09,218,0,1.6398,214.8,135.0893,0.7138,62.84,65,0,0,0
2024-07-01 14:02:00,92.78,145,0,2.1257,133.8,94.4994,1.2754,2.42,1,0,1,0
2025-09-24 14:12:00,36.22,855,0,0.3128,855.0,36.423,0.1459,152.53,21,0,1,2
2024-07-02 17:18:00,25.0,843,0,1.9747,848.0,26.6829,1.2718,226.28,16,0,1,2
2025-01-02 04:16:00,134.98,305,0,0.3073,296.0,135.4918,0.5242,111.33,75,0,0,0
2025-04-07 19:44:00,129.94,43,0,-5.0482,18.4,126.3249,2.5734,3.29,0,0,0,0
2024-07-01 11:04:00,112.89,121,0,2.0339,116.0,114.3374,1.0255,0.0,0,0,1,0
2025-11-24 11:23:00,49.28,469,0,0.7256,453.0,49.7284,0.3183,152.56,21,0,0,1
2025-08-10 08:13:00,23.0,821,0,0.0,775.6,23.0,0.0,100.54,46,0,1,2
2024-07-01 07:19:00,88.43,220,0,0.3603,190.8,89.4186,1.1576,46.28,16,0,1,0
2024-07-01 17:08:00,93.27,51,0,1.3089,55.6,94.5588,1.0431,5.97,6,0,1,0
2025-09-27 08:10:00,1.0,983,1,0.0,1015.0,1.0529,0.0747,34.53,0,1,1,3
2025-03-20 16:16:00,100.73,139,0,-1.0877,157.6,99.9583,0.5525,102.62,30,0,0,0
2025-03-11 22:28:00,140.45,143,0,1.0969,128.8,141.0266,0.4498,59.24,61,0,0,0
2025-08-02 11:02:00,4.41,1023,1,1.0523,1023.0,4.4403,0.8193,6.54,0,1,1,3
2024-07-01 16:02:00,117.38,172,0,-0.4141,174.6,116.8552,0.4749,0.0,0,0,1,0
2024-07-02 00:10:00,61.96,600,0,-1.9828,575.8,60.8342,0.8323,77.52,8,0,1,1
2025-04-12 19:36:00,66.48,575,0,1.8867,569.6,68.0804,1.2062,120.45,35,0,0,1
2024-07-03 01:14:00,8.66,1023,1,-0.9021,1017.8,8.38,0.4408,182.08,11,1,1,3
2024-07-02 17:17:00,26.97,847,0,1.0994,849.4,27.0302,0.8306,212.23,15,0,1,2
2024-07-02 05:18:00,56.84,594,0,0.9682,597.6,57.9531,0.9755,157.22,16,0,1,1
2025-06-01 09:31:00,63.68,610,0,-0.1901,610.0,64.446,1.2229,181.67,63,0,1,1
2024-07-01 01:07:00,100.53,132,0,1.4117,136.6,101.6923,0.8638,17.07,8,0,1,0
2024-07-02 12:12:00,25.0,836,0,1.5253,798.6,26.2595,0.9388,141.55,11,0,1,2
2025-05-17 18:24:00,77.25,459,0,0.614,481.0,77.6339,0.2745,146.7,26,0,0,1
2025-11-12 12:35:00,141.73,36,0,-0.0481,13.8,142.2332,0.7426,21.87,51,0,0,0
2024-07-02 17:13:00,25.01,850,0,-0.0066,850.0,25.0022,0.0031,155.62,11,0,1,2
2024-07-03 01:09:00,9.1,1006,1,1.9796,982.4,9.9555,0.8307,97.27,6,1,1,3
2024-07-02 23:18:00,8.82,1023,1,1.6205,1020.2,9.9413,0.7948,300.83,18,1,1,3
2024-07-02 16:17:00,36.83,850,0,-1.7224,848.6,35.8055,0.7392,183.93,13,0,1,2
2024-07-03 00:03:00,11.0,957,1,3.3243,926.8,13.5779,1.8711,15.95,1,1,1,3
2025-11-24 02:16:00,48.42,599,0,-0.4242,585.2,48.1414,0.2,196.84,58,0,0,1
2025-02-12 09:20:00,115.49,260,0,-0.4318,266.8,114.3566,1.3126,9.76,0,0,0,0
2025-02-24 15:43:00,107.85,42,0,-4.3047,27.8,104.9137,2.0772,44.76,0,0,0,0
2024-07-02 02:07:00,55.98,448,0,2.134,427.0,57.8646,1.4478,48.85,7,0,1,1
2025-05-17 11:16:00,69.09,610,0,2.1527,610.0,70.6397,1.1074,132.96,33,0,0,1
2024-07-01 10:09:00,126.45,82,0,-0.5102,81.6,125.7298,0.6923,8.42,6,0,1,0
2024-07-02 23:10:00,9.49,1015,1,-0.5204,1005.2,9.3683,0.2909,164.8,10,1,1,3
2024-07-02 23:02:00,15.09,960,1,1.7408,931.8,16.2771,0.8376,31.85,2,1,1,3
2024-07-02 08:00:00,64.59,330,0,-0.6405,330.0,64.1591,0.302,5.5,1,0,1,1
2025-02-12 09:07:00,116.07,255,0,0.5462,248.8,116.9794,0.9334,9.76,0,0,0,0
2025-07-05 09:25:00,56.43,464,0,0.8319,440.8,57.2965,0.7195,41.49,0,0,1,1
2024-07-01 14:11:00,99.65,140,0,1.1788,141.0,99.7989,0.7908,23.05,10,0,1,0
2024-07-02 10:02:00,66.61,382,0,-1.1186,382.0,65.7909,0.5818,19.13,3,0,1,1
2025-11-12 12:39:00,135.14,86,0,2.3167,65.0,137.153,1.5368,26.58,55,0,0,0
2024-07-02 04:04:00,70.68,414,0,-0.8696,416.6,69.8336,0.6829,27.82,4,0,1,1
2024-07-01 16:12:00,111.03,276,0,-0.1598,256.8,110.9292,0.0706,37.25,10,0,1,0
2024-07-02 07:05:00,53.14,574,0,-0.9242,576.8,52.4172,0.5239,48.07,5,0,1,1
2025-06-13 02:08:00,100.71,305,0,-0.6856,261.2,99.6981,0.9925,73.11,50,0,1,0
2025-12-21 17:58:00,125.36,114,0,-1.8084,102.4,124.1494,0.8547,49.44,40,0,0,0
2025-05-13 09:37:00,43.67,840,0,1.7514,813.2,45.924,2.0731,9.39,0,0,0,2
2024-07-01 22:16:00,55.6,427,0,-2.6189,432.8,54.045,1.1232,112.38,15,0,1,1
2024-07-02 11:16:00,37.33,850,0,0.1026,837.2,37.1106,0.3876,168.18,12,0,1,2
2025-10-01 11:12:00,127.04,125,0,-0.5067,114.0,126.1128,1.2913,40.09,52,0,0,0
2024-07-02 05:08:00,58.11,600,0,1.221,589.4,59.3633,1.0343,58.13,6,0,1,1
2025-11-09 08:41:00,106.02,212,0,-0.4392,209.6,105.8669,0.2031,22.97,0,0,0,0
2024-07-01 15:05:00,95.89,203,0,-0.1688,208.0,95.7912,0.0705,6.8,2,0,1,0
2025-01-05 00:39:00,120.91,0,0,1.9792,0.0,122.3574,1.035,15.02,0,0,0,0
2025-03-07 19:58:00,49.66,415,0,-1.0178,401.8,49.6522,0.825,148.88,42,0,0,1
2025-07-02 12:32:00,19.26,1023,1,-0.9793,1023.0,18.1637,0.9464,18.0,0,1,1,3
2024-07-01 19:14:00,96.17,222,0,-0.2318,182.6,95.9875,0.1337,36.22,13,0,1,0
2025-07-13 01:00:00,1.0,1023,1,0.0,1023.0,1.0,0.0,18.13,0,1,1,3
2024-07-02 19:18:00,25.0,847,0,0.0,834.2,25.0,0.0,204.67,16,0,1,2
2025-06-15 02:31:00,28.31,769,0,-0.2371,767.2,28.9176,1.0313,40.07,0,0,1,2
2024-07-02 10:13:00,68.44,495,0,-0.2714,497.8,68.5942,0.4287,105.3,14,0,1,1
2024-07-02 21:13:00,11.59,903,1,-0.6691,886.6,10.5188,1.0769,130.88,9,1,1,3
2025-09-06 07:08:00,23.23,636,0,1.4631,622.4,24.7546,1.2732,1.78,0,0,1,2
2024-07-02 12:10:00,27.25,791,0,0.0176,770.0,27.5691,0.4344,113.88,9,0,1,2
2024-07-02 12:09:00,27.27,779,0,0.9125,762.8,28.5052,1.1618,100.7,8,0,1,2
2025-08-10 08:14:00,23.0,855,0,0.0,798.6,23.0,0.0,113.61,47,0,1,2
2024-07-01 21:12:00,55.05,600,0,0.7829,599.0,55.2068,0.4576,98.82,10,0,1,1
2024-07-02 15:14:00,38.21,792,0,-1.1175,776.0,37.5871,0.4648,158.07,13,0,1,2
2025-01-02 04:08:00,133.87,241,0,2.5587,227.0,134.7945,1.156,71.1,67,0,0,0
2024-07-02 02:04:00,58.69,413,0,-0.0189,401.6,58.6648,0.0246,26.85,4,0,1,1
2025-01-05 00:26:00,129.58,27,0,-1.2723,41.0,127.6769,1.8698,15.02,0,0,0,0
2025-11-09 08:40:00,105.58,182,0,0.422,207.0,105.806,0.1736,22.97,0,0,0,0
2024-07-02 23:09:00,8.97,1013,1,0.6816,999.2,9.8834,0.8595,147.88,9,1,1,3
2025-06-12 10:54:00,66.25,454,0,0.7547,428.6,67.3073,1.0037,125.72,73,0,1,1
2024-07-02 05:13:00,60.51,600,0,0.0328,591.4,60.5446,0.0279,107.42,11,0,1,1
2025-05-15 03:42:00,91.71,260,0,2.5747,267.4,93.4045,1.1955,38.74,0,0,0,0
2025-12-21 18:02:00,126.84,160,0,0.2228,136.2,126.6602,0.4209,58.62,44,0,0,0
2024-07-01 07:09:00,90.56,157,0,0.5748,146.0,90.5456,0.4837,14.37,6,0,1,0
2024-07-03 01:04:00,6.77,924,1,-0.6377,938.6,5.8888,0.8403,15.4,1,1,1,3
2025-07-01 08:04:00,56.18,566,0,3.292,571.8,59.5506,2.7796,206.8,73,0,1,1
2025-11-24 11:14:00,52.17,449,0,3.0758,476.6,54.1154,1.3833,81.02,12,0,0,1
2024-07-02 05:09:00,59.89,600,0,-1.7771,595.8,59.1114,0.7422,68.13,7,0,1,1
2025-06-01 09:25:00,70.3,598,0,-0.5104,607.4,69.6686,0.5699,117.58,57,0,1,1
2024-07-02 07:01:00,52.61,571,0,0.9514,573.8,53.2534,0.4574,9.52,1,0,1,1
2025-01-02 04:02:00,137.1,197,0,-0.28,195.8,136.0045,1.3565,48.12,61,0,0,0
